yisuv id,rikuz,address,yisuv name,lat,lon
46,4,"יבנאל,1 ",יבנאל,32.70619,35.50435
47,2,"שכ המיסדים,1 ",כפר תבור,32.69020701,35.42086603
47,3,"ההגנה,8 ",כפר תבור,32.68570698,35.42088698
48,1,שכ עופר,מנחמיה,32.66842798,35.55853502
49,1,"אילניה,1 ",אילניה,32.75419,35.408389
52,1,לוזית,לוזית,31.686352,34.887221
53,2,"החיטה,1 ",עתלית,32.69589184,34.9463511
53,3,"שושנת הים,16 ",עתלית,32.68584201,34.94299998
53,4,"הזית,64 ",עתלית,32.6830127,34.93955603
53,5,"תמירון,1 ",עתלית,32.69624455,34.94444848
55,1,נוגה,נוגה,31.624253,34.694962
57,1,כנרת (קבוצה),כנרת (קבוצה),32.713521,35.5585118
58,1,מצפה,מצפה,32.789903,35.508703
59,1,נחושה,נחושה,31.632148,34.953253
62,1,דגניה א',דגניה א',32.707256,35.578136
63,1,כנרת (מושבה),כנרת (מושבה),32.72264,35.5662
64,1,"יד רמב""ם","יד רמב""ם",31.89997,34.90027
64,2,"יד רמב""ם","יד רמב""ם",31.89997,34.90027
65,2,"נוף הארבל,12 ",מגדל,32.83931611,35.50255241
66,1,מרחביה (קיבוץ),מרחביה (קיבוץ),32.606535,35.308873
67,1,אור הנר,אור הנר,31.557707,34.600571
69,2,ניר עוז,ניר עוז,31.312738,34.403276
70,1,בוסקילה יצחק,אשדוד,31.79809593,34.66451214
70,2,"יאיר,3 ",אשדוד,31.81252712,34.64622571
70,4,שפירא אברהם,אשדוד,31.79197024,34.65875144
70,5,"חטיבת הנגב,45 ",אשדוד,31.79883101,34.66523402
70,6,"אבן גבירול,6 ",אשדוד,31.80728998,34.65555887
70,7,"מבוא השרביטן,8 ",אשדוד,31.78766099,34.65391502
70,8,חטיבת הנגב,אשדוד,31.80088665,34.66435194
70,9,"חרמון,1 ",אשדוד,31.78302133,34.63010777
70,10,הצוללים,אשדוד,31.79709751,34.63890752
70,11,סולד הנריטה,אשדוד,31.8042045,34.65273702
70,12,שד עוזיהו,אשדוד,31.8028946,34.66043576
70,14,"הרותם,33 ",אשדוד,31.78936901,34.65092703
70,15,ארן זלמן,אשדוד,31.80128729,34.64446417
70,16,"הרב שאולי,8 ",אשדוד,31.79598799,34.64168498
70,17,"שמואל הנגיד,9 ",אשדוד,31.799578,34.64915703
70,18,"מיכשוילי,17 ",אשדוד,31.79093198,34.65534799
70,21,"סיני,25 ",אשדוד,31.80411441,34.64680196
70,22,"ביאליק,10 ",אשדוד,31.79712333,34.64529555
70,23,"המלך רחבעם,11 ",אשדוד,31.77933298,34.64274102
70,24,"אלבז נתן,19 ",אשדוד,31.79449299,34.65363196
70,25,"הרב קוק,4 ",אשדוד,31.80876398,34.65279997
70,26,"המפרש,15 ",אשדוד,31.802332,34.64011798
70,27,בן יוסף שלמה,אשדוד,31.7941643,34.65682817
70,28,"קרן היסוד,16 ",אשדוד,31.798571,34.64071796
70,29,"קק""ל,9 ",אשדוד,31.78407102,34.64769698
70,30,"קק""ל,55 ",אשדוד,31.77947799,34.648936
70,31,"ההסתדרות,8 ",אשדוד,31.809508,34.647987
70,32,מורדי הגטאות,אשדוד,31.80557791,34.65840875
70,35,"ההסתדרות,19 ",אשדוד,31.80869399,34.64908201
70,36,הראשונים,אשדוד,31.80744133,34.64633223
70,37,"פתח תקווה,10 ",אשדוד,31.7835192,34.66173039
70,38,"הר כנען,1 ",אשדוד,31.78041802,34.63080602
70,39,"פתח תקווה,12 ",אשדוד,31.7824521,34.6627171
70,40,"אבן עזרא,16 ",אשדוד,31.7958662,34.64635093
70,41,"ראש פינה,13 ",אשדוד,31.78304801,34.661003
70,42,"המלך שלמה,27 ",אשדוד,31.776301,34.64756304
70,44,"ורדימון יצחק,6 ",אשדוד,31.78143001,34.64728803
70,45,"טשרניחובסקי,1 ",אשדוד,31.795846,34.65040903
70,46,"הרב שאולי,8 ",אשדוד,31.79598799,34.64168498
70,47,"חרמון,7 ",אשדוד,31.78179299,34.62963499
70,48,"הרי גולן,2 ",אשדוד,31.78320001,34.63309797
70,49,הנשיא ויצמן,אשדוד,31.80571558,34.65646922
70,51,"הסייפן,5 ",אשדוד,31.78467338,34.65206153
70,52,שד רוטשילד,אשדוד,31.77078968,34.63195921
70,53,ברק בן אבינועם,אשדוד,31.77346211,34.64041609
70,54,"רשב""י",אשדוד,31.78957801,34.66114701
70,55,"הכלנית,19 ",אשדוד,31.78655402,34.64981459
70,56,העצמאות,אשדוד,31.79109718,34.64358908
70,57,"העצמאות,7 ",אשדוד,31.79237602,34.64436803
70,58,"העצמאות,63 ",אשדוד,31.79009501,34.64714898
70,59,"העצמאות,54 ",אשדוד,31.78894799,34.64409997
70,60,"המלך שלמה,43 ",אשדוד,31.771693,34.64429502
70,61,"קק""ל,90 ",אשדוד,31.77831198,34.64952198
70,63,"נחל שניר,1 ",אשדוד,31.78262502,34.63423799
70,64,"סירקין נחמן,2 ",אשדוד,31.77210099,34.63267301
70,66,"קרן היסוד,12 ",אשדוד,31.79929281,34.64104544
70,68,"אליעזר בן הורקנוס,18 ",אשדוד,31.79284136,34.66123876
70,69,"שד הפרחים,18 ",אשדוד,31.78758999,34.65217401
70,71,"סטרומה,5 ",אשדוד,31.80436201,34.65072998
70,72,"שבט ראובן,2 ",אשדוד,31.77863793,34.63597969
70,73,"תשרי,11 ",אשדוד,31.78124028,34.64129187
70,74,"רב ינאי,3 ",אשדוד,31.78786199,34.66475198
70,75,"הארז,6 ",אשדוד,31.80615499,34.64286096
70,76,"אב,4 ",אשדוד,31.78136636,34.63739883
70,78,"שד עוזיהו,26 ",אשדוד,31.80065583,34.65993724
70,79,"חטיבת הנגב,30 ",אשדוד,31.79931654,34.66465924
70,80,"הרי גולן,4 ",אשדוד,31.78345101,34.63254099
70,84,"האצ""ל,7 ",אשדוד,31.81045201,34.64487999
70,85,"שבט בנימין,19 ",אשדוד,31.77527522,34.63754021
70,86,"הציונות,107 ",אשדוד,31.78558601,34.63964499
70,87,"ברקת,4 ",אשדוד,31.77017599,34.6232253
70,88,"המעפילים,21 ",אשדוד,31.807264,34.651468
70,89,"שהם,2 ",אשדוד,31.76654002,34.63096897
70,91,"קק""ל,90א",אשדוד,31.77831198,34.64952198
70,92,"תפוז,5 ",אשדוד,31.76933668,34.63693395
70,99,"העצמאות,41 ",אשדוד,31.79168401,34.647887
70,100,"העצמאות,41 ",אשדוד,31.79168401,34.647887
70,101,"העצמאות,41 ",אשדוד,31.79168401,34.647887
70,102,"אורט,3 ",אשדוד,31.81417219,34.64920254
71,1,אשבול,אשבול,31.446056,34.667147
72,1,"גן שמואל,10 ",גן שמואל,32.451918,34.95036
74,2,עין הוד,עין הוד,32.700021,34.984248
76,1,כפר גלעדי,כפר גלעדי,33.242206,35.575121
77,1,איילת השחר,איילת השחר,33.0227451,35.5803918
78,1,קרית ענבים,קרית ענבים,31.810321,35.121267
79,1,דגניה ב',דגניה ב',32.700666,35.5768866
80,1,נהלל,נהלל,32.690278,35.196573
82,1,עין חרוד (מאוחד),עין חרוד (מאוחד),32.557969,35.391735
84,1,תל יוסף,תל יוסף,32.55522,35.397798
85,1,כפר יחזקאל,כפר יחזקאל,32.566612,35.361844
86,1,גבע,גבע,32.566281,35.372653
88,1,כרם בן שמן,כרם בן שמן,31.958498,34.9343
89,1,עין חרוד (איחוד),עין חרוד (איחוד),32.563792,35.390262
90,1,חפצי-בה,חפצי-בה,32.518972,35.426122
92,1,גיניגר,גיניגר,32.663014,35.257777
94,1,בלפוריה,בלפוריה,32.6300196,35.2944957
95,1,בית אלפא,בית אלפא,32.51693,35.43113
96,1,יגור,יגור,32.743924,35.075704
97,3,מרחביה (מושב),מרחביה (מושב),32.603236,35.316921
98,1,הזית,"כפר מל""ל",32.16879588,34.89618379
99,1,"שד בן גוריון,12 ",מצפה רמון,30.61089262,34.80205292
99,2,"גנדי (רחבעם זאבי),2 ",מצפה רמון,30.60665414,34.79891422
99,5,"עין עופרים,16 ",מצפה רמון,30.6122487,34.79835789
102,1,מאיר שפיה,מאיר שפיה,32.589984,34.97134
103,1,תל עדשים,תל עדשים,32.655063,35.29789
104,1,מזרע,מזרע,32.649103,35.288186
106,2,"כפר גדעון,1 ",כפר גדעון,32.644281,35.29186
107,2,כפר סילבר,כפר סילבר,31.673628,34.612448
112,1,כפר חסידים א',כפר חסידים א',32.74867,35.09137
113,1,אדירים,אדירים,32.54877,35.270489
115,1,"כוכב הים,12 ",חופית,32.38420883,34.87071459
122,1,"הארז,48 ",רמת ישי,32.70218601,35.16638499
122,2,"הארז,48 ",רמת ישי,32.70218601,35.16638499
122,4,"הפרגים,19 ",רמת ישי,32.70377698,35.15788298
122,5,"הארז,48 ",רמת ישי,32.70218601,35.16638499
122,6,"הפרדס,12 ",רמת ישי,32.69958821,35.16041993
126,1,שריד,שריד,32.663417,35.226562
127,1,רמת רחל,רמת רחל,31.738566,35.220482
128,1,"הברוש,3 ",גת רימון,32.06746291,34.881106
130,1,משמר העמק,משמר העמק,32.612507,35.143064
132,1,כפר ברוך,כפר ברוך,32.646326,35.194474
133,1,גבת,גבת,32.676131,35.213379
134,2,"יפעת,1 ",יפעת,32.676511,35.224234
135,1,רמת דוד,רמת דוד,32.679761,35.202186
139,1,עין שמר,עין שמר,32.464186,35.006121
140,1,כפר יהושע,כפר יהושע,32.680943,35.151512
141,1,ברק,ברק,32.5433,35.264365
142,1,שדה יעקב,שדה יעקב,32.699113,35.1399
143,1,בית זרע,בית זרע,32.68769,35.574819
144,1,גן שלמה,גן שלמה,31.877712,34.796968
145,1,גדיש,גדיש,32.559596,35.244457
146,1,דבורה,דבורה,32.552075,35.263964
147,1,גבעת ברנר,גבעת ברנר,31.866382,34.800144
154,1,"הדקל,64 ",תל מונד,32.254253,34.91937903
154,2,"השקמה,5 ",תל מונד,32.25778155,34.91679832
154,6,"הדקל,31 ",תל מונד,32.25091201,34.91843296
154,7,"החצב,1 ",תל מונד,32.252966,34.91348303
154,8,"הדקל,109 ",תל מונד,32.26046801,34.92203198
155,2,באר טוביה,באר טוביה,31.734379,34.724446
155,3,באר טוביה,באר טוביה,31.734379,34.724446
156,1,עיינות,עיינות,31.915885,34.770267
157,1,עין ורד,עין ורד,32.264545,34.9322059
158,2,נען,נען,31.883232,34.85558
159,1,"דרך המיסדים,1 ",בית חנן,31.93595954,34.77786018
160,1,חולדה,חולדה,31.831239,34.883469
162,1,חירות,חירות,32.239744,34.9164
163,1,תימורים,תימורים,31.715826,34.76194
164,1,מלאה,מלאה,32.563119,35.238179
165,1,ניר יפה,ניר יפה,32.570065,35.24576
166,1,"הרצל,37 ",גן יבנה,31.78296641,34.70634742
166,2,"דרך יצחק רבין,2 ",גן יבנה,31.79190127,34.71956755
166,3,מירון,גן יבנה,31.789483,34.712616
166,4,"בגין מנחם,7 ",גן יבנה,31.78296661,34.67144433
166,5,חשמונאים,גן יבנה,31.78275262,34.69059554
166,7,"א. צ. גרינברג,1 ",גן יבנה,31.79144457,34.69988091
166,8,"צה""ל,26 ",גן יבנה,31.7906848,34.7063398
166,9,השופטים,גן יבנה,31.7837483,34.70791407
166,10,חשמונאים,גן יבנה,31.78275262,34.69059554
167,1,עין החורש,עין החורש,32.38696,34.939885
168,2,"שד מנחם בגין,20 ",כפר יונה,32.316733,34.93561402
168,3,"נחל פולג,2 ",כפר יונה,32.3183614,34.9370653
168,4,ההדרים,כפר יונה,32.31507912,34.94101311
168,6,"גבורי ישראל,28 ",כפר יונה,32.31385616,34.92950027
168,7,"ההדרים,21 ",כפר יונה,32.31516001,34.93817804
168,8,"הגלעד,1 ",כפר יונה,32.3229688,34.92533752
168,9,"האיריס,3 ",כפר יונה,32.318228,34.93931597
168,11,"סיגלון,1 ",כפר יונה,32.317782,34.92828496
168,12,"שרת,8 ",כפר יונה,32.31784826,34.93388214
168,13,"סיגלון,1 ",כפר יונה,32.317782,34.92828496
168,14,"הרצל,1 ",כפר יונה,32.3178669,34.93504944
168,15,"גולני,30 ",כפר יונה,32.3185738,34.92256901
168,18,"הגלעד,1 ",כפר יונה,32.3229688,34.92533752
168,19,"יקינטון,4 ",כפר יונה,32.31224292,34.9412631
168,20,"נעמי שמר,1 ",כפר יונה,32.32198399,34.9385165
168,21,"המשאלות,7 ",כפר יונה,32.31364649,34.94436663
168,24,"אשל,14 ",כפר יונה,32.3174401,34.92688617
170,1,הראשונים,כפר יעבץ,32.27407903,34.96624921
171,2,"הרימון,17 ",פרדסיה,32.30604599,34.90598198
171,3,"רמב""ם,35 ",פרדסיה,32.30760003,34.91443788
171,4,שבזי שלום,פרדסיה,32.30270479,34.9133741
171,5,"רמב""ם,36 ",פרדסיה,32.30680401,34.91407697
171,6,"החרצית,11 ",פרדסיה,32.30586497,34.91079455
173,1,גבעת חיים (מאוחד),גבעת חיים (מאוחד),32.38996,34.933502
174,2,נטעים,נטעים,31.944946,34.775202
175,1,אביחיל,אביחיל,32.347591,34.869375
175,2,"הגדוד העברי,12 ",אביחיל,32.34820487,34.86969665
176,1,אפיקים,אפיקים,32.679481,35.578838
177,1,"כפר ביל""ו","כפר ביל""ו",31.870349,34.82755
178,1,רמת יוחנן,רמת יוחנן,32.791393,35.120715
182,2,"שבזי,1 ",אבן יהודה,32.28063751,34.88341128
182,3,"המיסדים,74 ",אבן יהודה,32.269951,34.886687
182,4,"העצמאות,140 ",אבן יהודה,32.26496318,34.8813883
182,5,"הדקל,30 ",אבן יהודה,32.27138599,34.88654501
182,7,"המיסדים,74 ",אבן יהודה,32.269951,34.886687
182,8,"מכבי,4 ",אבן יהודה,32.27452899,34.89293999
182,9,"ההסתדרות,18 ",אבן יהודה,32.27134802,34.88984497
182,10,"השומרון,42 ",אבן יהודה,32.26429817,34.88584847
182,11,השרון,אבן יהודה,32.2665642,34.88119601
183,1,הפרדס,ירקונה,32.14292206,34.89702561
184,1,רמת הכובש,רמת הכובש,32.219064,34.938843
186,1,נעורים,נעורים,32.374372,34.862423
187,2,כפר הס,כפר הס,32.24688,34.933172
188,1,אשדות יעקב  (מאוחד),אשדות יעקב  (מאוחד),32.661048,35.583002
189,1,כפר פינס,כפר פינס,32.483437,35.004614
190,2,"דרך הכפר,13א",כפר ויתקין,32.38051798,34.88202338
191,1,הדר עם,הדר עם,32.348368,34.899652
192,3,כפר החורש,כפר החורש,32.701939,35.270024
193,1,כפר חיים,כפר חיים,32.353448,34.901947
194,1,משמר השרון,משמר השרון,32.356421,34.905148
195,1,"ההסתדרות,3 ",קדימה-צורן,32.27195649,34.91245474
195,2,קורצ'ק,קדימה-צורן,32.27594621,34.90765652
195,5,"הורדים,36 ",קדימה-צורן,32.27063949,34.91912564
195,6,"חנקין,60 ",קדימה-צורן,32.28257805,34.91742751
195,102,"הורדים,57 ",קדימה-צורן,32.27262399,34.91885759
195,106,"ההדרים צורן,143 ",קדימה-צורן,32.28927858,34.95101191
195,107,"דרך לב השרון צורן,1 ",קדימה-צורן,32.28786908,34.93990388
195,109,"דרך לב השרון צורן,2 ",קדימה-צורן,32.28740502,34.94081717
195,110,"הרצל,38 ",קדימה-צורן,32.2826323,34.90781239
195,112,"הגולן,12 ",קדימה-צורן,32.27992601,34.91217604
195,113,"שושנת העמקים צורן,1 ",קדימה-צורן,32.29571592,34.93637158
196,1,המייסדים,גיבתון,31.88875268,34.80037421
197,1,מעברות,מעברות,32.3632081,34.9073271
198,1,"הקשת,1 ",צופית,32.19128357,34.92209412
199,2,אשדות יעקב  (איחוד),אשדות יעקב  (איחוד),32.656695,35.581728
200,1,בית ינאי,בית ינאי,32.381011,34.864268
202,1,בית עובד,בית עובד,31.921282,34.772004
204,2,אלישיב,אלישיב,32.379933,34.909709
205,1,חגלה,חגלה,32.390095,34.92558
206,1,בית העם,רמות השבים,32.16534753,34.88659783
207,1,"גבעת ח""ן","גבעת ח""ן",32.167222,34.876197
208,2,"מעלה הארז,18 ",מוצא עילית,31.79322532,35.16067373
208,4,הראשונים,מוצא עילית,31.79460597,35.15719088
212,1,"בית צבי,1 ",בית צבי,32.719355,34.969397
213,1,משמרות,משמרות,32.485118,34.985857
217,1,"כפר הרא""ה","כפר הרא""ה",32.39245,34.91163
218,1,בית העם,גני עם,32.15200652,34.90240521
219,1,חיבת ציון,חיבת ציון,32.398502,34.913166
220,1,"מיכאל,25 ",כפר ביאליק,32.82076132,35.0871605
223,1,עין עירון,עין עירון,32.480391,35.011899
224,1,"האשל,1 ",שושנת העמקים,32.35552234,34.85652244
225,1,גן השומרון,גן השומרון,32.464763,35.00028
229,1,"הגליל,22 ",גני תקווה,32.057705,34.87611902
229,2,"הגליל,39 ",גני תקווה,32.05695989,34.87520656
229,3,"הכרמל,20 ",גני תקווה,32.05902935,34.88136151
229,4,"הרי יהודה,29 ",גני תקווה,32.06084259,34.87391969
229,5,"סמ תבור,9 ",גני תקווה,32.05910647,34.86895329
229,10,"דרך המלך,6 ",גני תקווה,32.06387969,34.87236937
229,11,"דרך הים,3 ",גני תקווה,32.06450007,34.87091523
229,12,"דרך הים,9 ",גני תקווה,32.06425709,34.8737088
230,1,"השלושה,27 ",מעש,32.06597014,34.88881414
232,1,שפיים,שפיים,32.219282,34.824554
233,1,כפר ידידיה,כפר ידידיה,32.345568,34.897962
234,1,ביצרון,ביצרון,31.793905,34.727382
234,2,ביצרון,ביצרון,31.793905,34.727382
235,1,חבצלת השרון,חבצלת השרון,32.36007,34.860938
237,1,שער העמקים,שער העמקים,32.722129,35.112081
239,1,"התמר,7 ",גן חיים,32.19616797,34.90772622
240,3,"לילך,2 ",יקנעם עילית,32.65893799,35.11168201
240,6,"יער אודם,29 ",יקנעם עילית,32.638346,35.09088601
240,11,"הערבה,1 ",יקנעם עילית,32.652583,35.09878897
240,16,"שד יצחק רבין,4 ",יקנעם עילית,32.65359201,35.10485898
240,20,"האורנים,2 ",יקנעם עילית,32.65247001,35.10058102
240,21,"החרמון,89 ",יקנעם עילית,32.63719801,35.09030598
240,22,"הגיא,11 ",יקנעם עילית,32.63914104,35.08176581
240,23,"דליות,15 ",יקנעם עילית,32.64210201,35.08809718
240,24,"האורנים,2 ",יקנעם עילית,32.65247001,35.10058102
240,25,"האלונים,31 ",יקנעם עילית,32.6485314,35.09650339
240,26,"גלבוע,16 ",יקנעם עילית,32.64527511,35.098608
240,27,"הרימון,5 ",יקנעם עילית,32.65808702,35.10495797
240,28,"בנטל,3 ",יקנעם עילית,32.63909731,35.09081878
241,1,יקנעם (מושבה),יקנעם (מושבה),32.659095,35.108875
242,1,בית השיטה,בית השיטה,32.549188,35.43757
246,1,חפץ חיים,נתיבות,31.42408968,34.59611141
246,3,"הרב גרשונוביץ,202 ",נתיבות,31.42364994,34.58320515
246,4,הרב חורי חיים,נתיבות,31.42566778,34.59630514
246,6,שכ הורד,נתיבות,31.420928,34.589663
246,7,העצמאות,נתיבות,31.42216846,34.58697198
246,8,"חיל הנדסה,18 ",נתיבות,31.42435402,34.58283002
246,10,הרב צבאן,נתיבות,31.41711815,34.5774673
246,12,הרב צבאן,נתיבות,31.41711815,34.5774673
246,13,"החזון איש,5 ",נתיבות,31.42818601,34.59508001
246,17,"הרב צבאן,32 ",נתיבות,31.41799397,34.57948773
246,18,ורדימון יצחק,נתיבות,31.41900125,34.58975807
246,19,מלכי ישראל,נתיבות,31.42094577,34.59297725
246,21,"זית,2 ",נתיבות,31.41453801,34.58370602
246,22,ורדימון יצחק,נתיבות,31.41900125,34.58975807
246,23,הרב צבאן,נתיבות,31.41711815,34.5774673
246,25,"שד ירושלים,185 ",נתיבות,31.41960378,34.57900368
246,26,"קטיף,82 ",נתיבות,31.42005171,34.57335093
246,29,"הרב מזוז,8 ",נתיבות,31.42896541,34.58337912
246,30,"אריק איינשטיין,1 ",נתיבות,31.43857899,34.58075905
246,31,"הרב צבאן,32 ",נתיבות,31.41799397,34.57948773
246,32,"בדולח,1 ",נתיבות,31.41988304,34.57101915
247,1,"הפרחים,28 ",רשפון,32.19932851,34.82368806
248,3,בית שערים,בית שערים,32.698065,35.1792001
249,1,הבנים,כפר סירקין,32.07662973,34.92093297
250,1,הזורע,הזורע,32.645113,35.121578
252,3,"דרך האילנות,7 ",ביתן אהרן,32.36453722,34.86963964
253,1,חולתה,חולתה,33.054204,35.610888
254,1,כפר המכבי,כפר המכבי,32.790145,35.115283
255,1,כפר חיטים,כפר חיטים,32.799977,35.500872
256,1,ניר דוד (תל עמל),ניר דוד (תל עמל),32.50598,35.458183
257,1,"תרשיש,21 ",נופך,32.04183281,34.92179736
259,1,שדה נחום,שדה נחום,32.524985,35.481528
262,2,גינוסר,גינוסר,32.84819,35.522168
263,1,מסדה,מסדה,32.682863,35.599286
264,1,שער הגולן,שער הגולן,32.686478,35.601644
265,2,בית יוסף,בית יוסף,32.558352,35.550329
267,1,"הנוטע,6 ",כפר שמריהו,32.19098899,34.82091698
267,5,"קרן היסוד,23 ",כפר שמריהו,32.18569209,34.82000393
268,1,טירת צבי,טירת צבי,32.4226963,35.5277806
269,3,מולדת,מולדת,32.585144,35.4422
270,1,עין השופט,עין השופט,32.597446,35.100269
272,1,מעוז חיים,מעוז חיים,32.492998,35.551841
273,2,עין גב,עין גב,32.783916,35.639135
274,1,כפר מנחם,כפר מנחם,31.731297,34.836302
276,2,הפרדסים,צור משה,32.29884168,34.90570293
276,4,"השיבולים,5 ",צור משה,32.29803742,34.91452142
278,1,אושה,אושה,32.795516,35.111969
280,1,חניתה,חניתה,33.086949,35.173321
281,1,פקיעין חדשה,פקיעין חדשה,32.983395,35.322107
282,1,שבי ציון,שבי ציון,32.982047,35.08308
284,1,"דרך ההדרים,22 ",שדה ורבורג,32.20344551,34.91029623
285,1,אלונים,אלונים,32.720135,35.142783
286,1,מעלה החמישה,מעלה החמישה,31.818634,35.111574
287,2,תל יצחק,תל יצחק,32.2528128,34.8711431
288,1,"אודם,6 ",בית יהושע,32.26030612,34.86478189
288,2,"שהם,4 ",בית יהושע,32.25718716,34.86512736
289,1,עין המפרץ,עין המפרץ,32.9050507,35.09605
290,1,מעין צבי,מעין צבי,32.569268,34.940859
292,1,שרונה,שרונה,32.7247741,35.4671763
293,1,שדה יואב,שדה יואב,31.644559,34.677126
294,1,אילון,אילון,33.063068,35.220055
295,1,כפר רופין,כפר רופין,32.458573,35.553226
296,3,נווה איתן,נווה איתן,32.492359,35.529994
297,1,כפר מסריק,כפר מסריק,32.8886539,35.097501
298,1,מסילות,מסילות,32.497941,35.477034
300,1,דליה,דליה,32.591067,35.075174
301,1,בית עוזיאל,בית עוזיאל,31.87086,34.901372
302,2,דפנה,דפנה,33.230072,35.640003
303,1,דן,דן,33.239543,35.653343
304,1,שדה אליהו,שדה אליהו,32.440554,35.513841
305,1,גשר,גשר,32.619257,35.551872
306,1,"שדמות דבורה,1 ",שדמות דבורה,32.69461881,35.43961051
307,1,"הזורעים,1 ",הזורעים,32.74658103,35.50021616
308,1,מחניים,מחניים,32.989295,35.571069
309,1,נהורה,נהורה,31.622341,34.705909
310,1,כפר גליקסון,כפר גליקסון,32.506305,35.004502
311,1,גן שורק,גן שורק,31.944975,34.761368
312,3,נווה ים,נווה ים,32.680572,34.930768
313,1,אפק,אפק,32.840801,35.125816
315,1,נגבה,נגבה,31.66216,34.68374
316,1,כפר נטר,כפר נטר,32.280848,34.875405
317,1,בית אורן,בית אורן,32.732234,35.006824
318,1,עמיעוז,עמיעוז,31.247731,34.410244
319,1,עמיר,עמיר,33.177249,35.619891
320,1,כפר ורבורג,כפר ורבורג,31.719135,34.729567
322,1,בית הלל,בית הלל,33.210059,35.60692
324,1,שאר ישוב,שאר ישוב,33.227136,35.647329
325,1,מצובה,מצובה,33.063615,35.157861
326,1,בית יצחק-שער חפר,בית יצחק-שער חפר,32.333376,34.889914
326,2,בית יצחק-שער חפר,בית יצחק-שער חפר,32.333376,34.889914
327,1,שדות ים,שדות ים,32.49329,34.892099
328,1,עזוז,עזוז,30.792835,34.471847
329,1,שדה נחמיה,שדה נחמיה,33.186448,35.621667
330,1,אלומות,אלומות,32.706694,35.547548
331,2,ניר צבי,ניר צבי,31.951617,34.859326
331,3,ניר צבי,ניר צבי,31.951617,34.859326
334,1,קבוצת יבנה,קבוצת יבנה,31.813965,34.720456
335,1,רמת השופט,רמת השופט,32.610952,35.095771
336,1,דורות,דורות,31.505264,34.6462828
338,1,איבים,איבים,31.5326174,34.6110269
339,1,רמת צבי,רמת צבי,32.589214,35.414769
340,1,גת (קיבוץ),גת (קיבוץ),32.399776,35.038926
342,1,גברעם,גברעם,31.592412,34.613162
343,1,חמדיה,חמדיה,32.518375,35.5209504
344,1,מענית,מענית,32.45749,35.029613
345,1,כפר סאלד,כפר סאלד,33.195039,35.65718
346,1,גליל ים,גליל ים,32.157112,34.831796
347,1,מנרה,מנרה,33.197168,35.543437
348,1,ניר עם,ניר עם,31.5186544,34.5805196
