yisuv id,rikuz,left,right,arab,population,address,yisuv name,lat,lon
31.0,17.0,96.0,643.0,4.0,1369,"יהודה הלוי,16 ",אופקים,31.314594,34.61640198
31.0,18.0,9.0,564.0,0.0,643,"הרב יעקב הורוביץ,1 ",אופקים,31.29954696,34.62031002
31.0,19.0,117.0,371.0,1.0,771,"ירושלים,41 ",אופקים,31.30038722,34.62777052
31.0,20.0,158.0,752.0,3.0,1649,"הרב אבוחצירה,1 ",אופקים,31.3118949,34.61567401
31.0,21.0,190.0,648.0,0.0,1242,"ירושלים,41 ",אופקים,31.30038722,34.62777052
32.0,1.0,12.0,369.0,0.0,464,עוצם,עוצם,31.634802,34.700621
33.0,1.0,234.0,78.0,2.0,443,בת שלמה,בת שלמה,32.600516,35.002572
35.0,1.0,233.0,8.0,0.0,377,גדות,גדות,33.018173,35.61754
36.0,1.0,79.0,277.0,1.0,451,שדה דוד,שדה דוד,31.577429,34.68344
37.0,1.0,15.0,294.0,0.0,375,איתן,איתן,31.572527,34.747969
39.0,1.0,15.0,206.0,0.0,270,גפן,גפן,31.740699,34.877499
41.0,1.0,452.0,1511.0,0.0,2669,"השחף,1 ",אליכין,32.40656448,34.92475085
43.0,2.0,590.0,205.0,1.0,1510,מטולה,מטולה,33.27721,35.578423
44.0,1.0,33.0,152.0,0.0,255,זוהר,זוהר,31.595009,34.692197
46.0,3.0,90.0,360.0,1.0,662,"יבנאל,1 ",יבנאל,32.70619,35.50435
46.0,4.0,255.0,1129.0,7.0,2053,"יבנאל,1 ",יבנאל,32.70619,35.50435
47.0,2.0,778.0,350.0,9.0,1602,"שכ המיסדים,1 ",כפר תבור,32.69020701,35.42086603
47.0,3.0,768.0,480.0,7.0,1866,"ההגנה,8 ",כפר תבור,32.68570698,35.42088698
48.0,1.0,192.0,410.0,0.0,953,שכ עופר,מנחמיה,32.66842798,35.55853502
49.0,1.0,165.0,125.0,0.0,460,"אילניה,1 ",אילניה,32.75419,35.408389
52.0,1.0,126.0,253.0,4.0,503,לוזית,לוזית,31.686352,34.887221
53.0,2.0,1241.0,711.0,14.0,2688,"החיטה,1 ",עתלית,32.69589184,34.9463511
53.0,3.0,262.0,630.0,1.0,1416,"שושנת הים,16 ",עתלית,32.68584201,34.94299998
53.0,4.0,209.0,291.0,0.0,724,"הזית,64 ",עתלית,32.6830127,34.93955603
53.0,5.0,968.0,573.0,20.0,2059,"תמירון,1 ",עתלית,32.69624455,34.94444848
55.0,1.0,80.0,240.0,0.0,429,נוגה,נוגה,31.624253,34.694962
57.0,1.0,349.0,60.0,0.0,656,כנרת (קבוצה),כנרת (קבוצה),32.713521,35.5585118
58.0,1.0,55.0,30.0,0.0,116,מצפה,מצפה,32.789903,35.508703
59.0,1.0,108.0,539.0,0.0,882,נחושה,נחושה,31.632148,34.953253
62.0,1.0,318.0,19.0,0.0,526,דגניה א',דגניה א',32.707256,35.578136
63.0,1.0,232.0,137.0,1.0,559,כנרת (מושבה),כנרת (מושבה),32.72264,35.5662
64.0,1.0,56.0,262.0,0.0,433,"יד רמב""ם","יד רמב""ם",31.89997,34.90027
64.0,2.0,44.0,301.0,0.0,450,"יד רמב""ם","יד רמב""ם",31.89997,34.90027
65.0,2.0,110.0,540.0,5.0,1458,"נוף הארבל,12 ",מגדל,32.83931611,35.50255241
66.0,1.0,458.0,180.0,1.0,964,מרחביה (קיבוץ),מרחביה (קיבוץ),32.606535,35.308873
67.0,1.0,419.0,54.0,4.0,633,אור הנר,אור הנר,31.557707,34.600571
70.0,1.0,190.0,1058.0,0.0,2204,בוסקילה יצחק,אשדוד,31.79809593,34.66451214
70.0,2.0,306.0,564.0,1.0,1786,"יאיר,3 ",אשדוד,31.81252712,34.64622571
70.0,4.0,186.0,1635.0,2.0,2779,שפירא אברהם,אשדוד,31.79197024,34.65875144
70.0,5.0,34.0,1351.0,0.0,1752,"חטיבת הנגב,45 ",אשדוד,31.79883101,34.66523402
70.0,6.0,184.0,454.0,1.0,1398,"אבן גבירול,6 ",אשדוד,31.80728998,34.65555887
70.0,7.0,667.0,1257.0,2.0,3216,"מבוא השרביטן,8 ",אשדוד,31.78766099,34.65391502
70.0,9.0,791.0,1323.0,2.0,3483,"חרמון,1 ",אשדוד,31.78302133,34.63010777
70.0,10.0,784.0,1616.0,0.0,4042,הצוללים,אשדוד,31.79709751,34.63890752
70.0,11.0,157.0,399.0,0.0,1245,סולד הנריטה,אשדוד,31.8042045,34.65273702
70.0,12.0,128.0,1020.0,3.0,1753,שד עוזיהו,אשדוד,31.8028946,34.66043576
70.0,14.0,101.0,2201.0,0.0,2834,"הרותם,33 ",אשדוד,31.78936901,34.65092703
70.0,15.0,697.0,1610.0,2.0,3884,ארן זלמן,אשדוד,31.80128729,34.64446417
70.0,16.0,294.0,557.0,1.0,1673,"הרב שאולי,8 ",אשדוד,31.79598799,34.64168498
70.0,17.0,618.0,1633.0,5.0,3567,"שמואל הנגיד,9 ",אשדוד,31.799578,34.64915703
70.0,18.0,210.0,1009.0,0.0,2055,"מיכשוילי,17 ",אשדוד,31.79093198,34.65534799
70.0,21.0,382.0,731.0,0.0,2559,"סיני,25 ",אשדוד,31.80411441,34.64680196
70.0,22.0,580.0,1139.0,1.0,2763,"ביאליק,10 ",אשדוד,31.79712333,34.64529555
70.0,23.0,1003.0,431.0,0.0,2452,"המלך רחבעם,11 ",אשדוד,31.77933298,34.64274102
70.0,24.0,275.0,1329.0,2.0,2988,"אלבז נתן,19 ",אשדוד,31.79449299,34.65363196
70.0,25.0,326.0,602.0,3.0,1986,"הרב קוק,4 ",אשדוד,31.80876398,34.65279997
70.0,26.0,529.0,828.0,2.0,2368,"המפרש,15 ",אשדוד,31.802332,34.64011798
70.0,27.0,215.0,790.0,1.0,1642,בן יוסף שלמה,אשדוד,31.7941643,34.65682817
70.0,28.0,370.0,717.0,4.0,1751,"קרן היסוד,16 ",אשדוד,31.798571,34.64071796
70.0,29.0,837.0,504.0,3.0,2323,"קק""ל,9 ",אשדוד,31.78407102,34.64769698
70.0,30.0,331.0,386.0,0.0,1162,"קק""ל,55 ",אשדוד,31.77947799,34.648936
70.0,31.0,154.0,247.0,1.0,1004,"ההסתדרות,8 ",אשדוד,31.809508,34.647987
70.0,32.0,162.0,941.0,2.0,643,מורדי הגטאות,אשדוד,31.80557791,34.65840875
70.0,35.0,108.0,254.0,0.0,681,"ההסתדרות,19 ",אשדוד,31.80869399,34.64908201
70.0,36.0,83.0,198.0,0.0,489,הראשונים,אשדוד,31.80744133,34.64633223
70.0,37.0,780.0,1396.0,3.0,3308,"פתח תקווה,10 ",אשדוד,31.7835192,34.66173039
70.0,38.0,618.0,796.0,1.0,2192,"הר כנען,1 ",אשדוד,31.78041802,34.63080602
70.0,39.0,492.0,898.0,1.0,2146,"פתח תקווה,12 ",אשדוד,31.7824521,34.6627171
70.0,40.0,689.0,1496.0,0.0,3445,"אבן עזרא,16 ",אשדוד,31.7958662,34.64635093
70.0,41.0,745.0,863.0,3.0,2568,"ראש פינה,13 ",אשדוד,31.78304801,34.661003
70.0,42.0,706.0,446.0,1.0,1975,"המלך שלמה,27 ",אשדוד,31.776301,34.64756304
70.0,44.0,758.0,560.0,1.0,2303,"ורדימון יצחק,6 ",אשדוד,31.78143001,34.64728803
70.0,45.0,464.0,1058.0,0.0,2722,"טשרניחובסקי,1 ",אשדוד,31.795846,34.65040903
70.0,46.0,299.0,714.0,0.0,1742,"הרב שאולי,8 ",אשדוד,31.79598799,34.64168498
70.0,47.0,730.0,1094.0,1.0,2895,"חרמון,7 ",אשדוד,31.78179299,34.62963499
70.0,48.0,660.0,1192.0,1.0,2906,"הרי גולן,2 ",אשדוד,31.78320001,34.63309797
70.0,49.0,69.0,135.0,0.0,907,הנשיא ויצמן,אשדוד,31.80571558,34.65646922
70.0,51.0,624.0,620.0,0.0,1920,"הסייפן,5 ",אשדוד,31.78467338,34.65206153
70.0,52.0,698.0,1345.0,0.0,2979,שד רוטשילד,אשדוד,31.77078968,34.63195921
70.0,53.0,661.0,386.0,1.0,1881,ברק בן אבינועם,אשדוד,31.77346211,34.64041609
70.0,54.0,2.0,2606.0,1.0,3037,"רשב""י",אשדוד,31.78957801,34.66114701
70.0,55.0,404.0,650.0,0.0,2020,"הכלנית,19 ",אשדוד,31.78655402,34.64981459
70.0,56.0,889.0,886.0,1.0,2982,העצמאות,אשדוד,31.79109718,34.64358908
70.0,57.0,775.0,1154.0,2.0,3050,"העצמאות,7 ",אשדוד,31.79237602,34.64436803
70.0,58.0,1555.0,2017.0,3.0,3610,"העצמאות,63 ",אשדוד,31.79009501,34.64714898
70.0,59.0,764.0,1059.0,1.0,3053,"העצמאות,54 ",אשדוד,31.78894799,34.64409997
70.0,60.0,916.0,777.0,0.0,2645,"המלך שלמה,43 ",אשדוד,31.771693,34.64429502
70.0,61.0,179.0,258.0,0.0,667,"קק""ל,90 ",אשדוד,31.77831198,34.64952198
70.0,63.0,535.0,767.0,1.0,2279,"נחל שניר,1 ",אשדוד,31.78262502,34.63423799
70.0,64.0,1004.0,1515.0,0.0,3531,"סירקין נחמן,2 ",אשדוד,31.77210099,34.63267301
70.0,66.0,125.0,206.0,0.0,603,"קרן היסוד,12 ",אשדוד,31.79929281,34.64104544
70.0,68.0,5.0,3616.0,0.0,4180,"אליעזר בן הורקנוס,18 ",אשדוד,31.79284136,34.66123876
70.0,69.0,319.0,456.0,2.0,1268,"שד הפרחים,18 ",אשדוד,31.78758999,34.65217401
70.0,71.0,136.0,375.0,1.0,988,"סטרומה,5 ",אשדוד,31.80436201,34.65072998
70.0,72.0,858.0,1665.0,0.0,3799,"שבט ראובן,2 ",אשדוד,31.77863793,34.63597969
70.0,73.0,963.0,1650.0,1.0,3764,"תשרי,11 ",אשדוד,31.78124028,34.64129187
70.0,74.0,9.0,3178.0,1.0,3678,"רב ינאי,3 ",אשדוד,31.78786199,34.66475198
70.0,75.0,565.0,951.0,2.0,3176,"הארז,6 ",אשדוד,31.80615499,34.64286096
70.0,76.0,263.0,446.0,1.0,1044,"אב,4 ",אשדוד,31.78136636,34.63739883
70.0,78.0,24.0,1792.0,1.0,2227,"שד עוזיהו,26 ",אשדוד,31.80065583,34.65993724
70.0,79.0,293.0,2689.0,0.0,3322,"חטיבת הנגב,30 ",אשדוד,31.79931654,34.66465924
70.0,80.0,807.0,1386.0,0.0,3074,"הרי גולן,4 ",אשדוד,31.78345101,34.63254099
70.0,84.0,187.0,373.0,2.0,1349,"האצ""ל,7 ",אשדוד,31.81045201,34.64487999
70.0,85.0,733.0,1479.0,1.0,3161,"שבט בנימין,19 ",אשדוד,31.77527522,34.63754021
70.0,86.0,676.0,1021.0,0.0,2588,"הציונות,107 ",אשדוד,31.78558601,34.63964499
70.0,87.0,627.0,1529.0,2.0,3076,"ברקת,4 ",אשדוד,31.77017599,34.6232253
70.0,88.0,153.0,286.0,3.0,985,"המעפילים,21 ",אשדוד,31.807264,34.651468
70.0,89.0,740.0,1104.0,0.0,2661,"שהם,2 ",אשדוד,31.76654002,34.63096897
70.0,91.0,335.0,407.0,1.0,1180,"קק""ל,90א",אשדוד,31.77831198,34.64952198
70.0,92.0,1306.0,1915.0,1.0,4424,"תפוז,5 ",אשדוד,31.76933668,34.63693395
70.0,102.0,387.0,505.0,0.0,2523,"אורט,3 ",אשדוד,31.81417219,34.64920254
71.0,1.0,107.0,230.0,0.0,432,אשבול,אשבול,31.446056,34.667147
72.0,1.0,642.0,11.0,1.0,870,"גן שמואל,10 ",גן שמואל,32.451918,34.95036
74.0,2.0,295.0,21.0,4.0,516,עין הוד,עין הוד,32.700021,34.984248
76.0,1.0,304.0,30.0,1.0,590,כפר גלעדי,כפר גלעדי,33.242206,35.575121
77.0,1.0,485.0,95.0,0.0,838,איילת השחר,איילת השחר,33.0227451,35.5803918
79.0,1.0,358.0,41.0,1.0,587,דגניה ב',דגניה ב',32.700666,35.5768866
80.0,1.0,553.0,61.0,1.0,835,נהלל,נהלל,32.690278,35.196573
82.0,1.0,424.0,45.0,0.0,698,עין חרוד (מאוחד),עין חרוד (מאוחד),32.557969,35.391735
84.0,1.0,241.0,26.0,0.0,387,תל יוסף,תל יוסף,32.55522,35.397798
85.0,1.0,484.0,97.0,3.0,762,כפר יחזקאל,כפר יחזקאל,32.566612,35.361844
86.0,1.0,336.0,11.0,1.0,513,גבע,גבע,32.566281,35.372653
89.0,1.0,332.0,28.0,1.0,507,עין חרוד (איחוד),עין חרוד (איחוד),32.563792,35.390262
90.0,1.0,306.0,86.0,2.0,583,חפצי-בה,חפצי-בה,32.518972,35.426122
92.0,1.0,320.0,35.0,3.0,553,גיניגר,גיניגר,32.663014,35.257777
94.0,1.0,243.0,76.0,0.0,407,בלפוריה,בלפוריה,32.6300196,35.2944957
95.0,1.0,391.0,108.0,2.0,723,בית אלפא,בית אלפא,32.51693,35.43113
96.0,1.0,817.0,55.0,3.0,1401,יגור,יגור,32.743924,35.075704
97.0,3.0,321.0,103.0,1.0,602,מרחביה (מושב),מרחביה (מושב),32.603236,35.316921
98.0,1.0,168.0,40.0,1.0,277,הזית,"כפר מל""ל",32.16879588,34.89618379
99.0,1.0,204.0,175.0,6.0,732,"שד בן גוריון,12 ",מצפה רמון,30.61089262,34.80205292
99.0,2.0,510.0,966.0,54.0,1942,"גנדי (רחבעם זאבי),2 ",מצפה רמון,30.60665414,34.79891422
102.0,1.0,27.0,26.0,0.0,127,מאיר שפיה,מאיר שפיה,32.589984,34.97134
103.0,1.0,463.0,194.0,2.0,905,תל עדשים,תל עדשים,32.655063,35.29789
104.0,1.0,457.0,23.0,1.0,703,מזרע,מזרע,32.649103,35.288186
106.0,2.0,15.0,135.0,0.0,209,"כפר גדעון,1 ",כפר גדעון,32.644281,35.29186
107.0,2.0,19.0,8.0,0.0,93,כפר סילבר,כפר סילבר,31.673628,34.612448
112.0,1.0,190.0,182.0,1.0,523,כפר חסידים א',כפר חסידים א',32.74867,35.09137
113.0,1.0,9.0,166.0,0.0,236,אדירים,אדירים,32.54877,35.270489
115.0,1.0,502.0,52.0,5.0,790,"כוכב הים,12 ",חופית,32.38420883,34.87071459
122.0,1.0,577.0,372.0,1.0,1274,"הארז,48 ",רמת ישי,32.70218601,35.16638499
122.0,2.0,334.0,148.0,1.0,754,"הארז,48 ",רמת ישי,32.70218601,35.16638499
122.0,4.0,656.0,347.0,2.0,1368,"הפרגים,19 ",רמת ישי,32.70377698,35.15788298
122.0,5.0,385.0,150.0,0.0,740,"הארז,48 ",רמת ישי,32.70218601,35.16638499
122.0,6.0,881.0,434.0,0.0,1856,"הפרדס,12 ",רמת ישי,32.69958821,35.16041993
126.0,1.0,489.0,37.0,2.0,771,שריד,שריד,32.663417,35.226562
127.0,1.0,234.0,44.0,1.0,361,רמת רחל,רמת רחל,31.738566,35.220482
128.0,1.0,99.0,38.0,0.0,192,"הברוש,3 ",גת רימון,32.06746291,34.881106
132.0,1.0,231.0,103.0,0.0,424,כפר ברוך,כפר ברוך,32.646326,35.194474
133.0,1.0,532.0,26.0,1.0,702,גבת,גבת,32.676131,35.213379
134.0,2.0,542.0,95.0,1.0,857,"יפעת,1 ",יפעת,32.676511,35.224234
135.0,1.0,260.0,37.0,2.0,397,רמת דוד,רמת דוד,32.679761,35.202186
139.0,1.0,424.0,27.0,3.0,646,עין שמר,עין שמר,32.464186,35.006121
140.0,1.0,594.0,80.0,1.0,897,כפר יהושע,כפר יהושע,32.680943,35.151512
141.0,1.0,90.0,127.0,0.0,300,ברק,ברק,32.5433,35.264365
142.0,1.0,133.0,382.0,1.0,675,שדה יעקב,שדה יעקב,32.699113,35.1399
143.0,1.0,350.0,33.0,1.0,628,בית זרע,בית זרע,32.68769,35.574819
144.0,1.0,304.0,14.0,1.0,414,גן שלמה,גן שלמה,31.877712,34.796968
145.0,1.0,9.0,200.0,0.0,283,גדיש,גדיש,32.559596,35.244457
146.0,1.0,95.0,41.0,0.0,228,דבורה,דבורה,32.552075,35.263964
147.0,1.0,1209.0,191.0,5.0,1925,גבעת ברנר,גבעת ברנר,31.866382,34.800144
154.0,1.0,1634.0,824.0,2.0,2556,"הדקל,64 ",תל מונד,32.254253,34.91937903
154.0,2.0,492.0,411.0,1.0,1240,"השקמה,5 ",תל מונד,32.25778155,34.91679832
154.0,6.0,1047.0,346.0,2.0,1957,"הדקל,31 ",תל מונד,32.25091201,34.91843296
154.0,7.0,1631.0,531.0,4.0,3631,"החצב,1 ",תל מונד,32.252966,34.91348303
154.0,8.0,295.0,444.0,1.0,1049,"הדקל,109 ",תל מונד,32.26046801,34.92203198
155.0,2.0,277.0,59.0,1.0,422,באר טוביה,באר טוביה,31.734379,34.724446
155.0,3.0,271.0,51.0,0.0,426,באר טוביה,באר טוביה,31.734379,34.724446
156.0,1.0,28.0,16.0,1.0,168,עיינות,עיינות,31.915885,34.770267
157.0,1.0,772.0,87.0,9.0,1166,עין ורד,עין ורד,32.264545,34.9322059
158.0,2.0,906.0,70.0,5.0,1355,נען,נען,31.883232,34.85558
159.0,1.0,313.0,59.0,0.0,515,"דרך המיסדים,1 ",בית חנן,31.93595954,34.77786018
160.0,1.0,450.0,92.0,0.0,712,חולדה,חולדה,31.831239,34.883469
162.0,1.0,690.0,45.0,2.0,968,חירות,חירות,32.239744,34.9164
163.0,1.0,348.0,89.0,4.0,639,תימורים,תימורים,31.715826,34.76194
164.0,1.0,30.0,184.0,0.0,280,מלאה,מלאה,32.563119,35.238179
165.0,1.0,164.0,162.0,0.0,462,ניר יפה,ניר יפה,32.570065,35.24576
166.0,1.0,143.0,290.0,1.0,644,"הרצל,37 ",גן יבנה,31.78296641,34.70634742
166.0,2.0,1392.0,1452.0,1.0,3227,"דרך יצחק רבין,2 ",גן יבנה,31.79190127,34.71956755
166.0,3.0,648.0,1831.0,1.0,3324,מירון,גן יבנה,31.789483,34.712616
166.0,4.0,459.0,478.0,1.0,2030,"בגין מנחם,7 ",גן יבנה,31.78296661,34.67144433
166.0,5.0,305.0,494.0,1.0,1193,חשמונאים,גן יבנה,31.78275262,34.69059554
166.0,7.0,702.0,890.0,0.0,2159,"א. צ. גרינברג,1 ",גן יבנה,31.79144457,34.69988091
166.0,8.0,1215.0,1414.0,5.0,3749,"צה""ל,26 ",גן יבנה,31.7906848,34.7063398
166.0,9.0,74.0,355.0,4.0,541,השופטים,גן יבנה,31.7837483,34.70791407
166.0,10.0,156.0,243.0,0.0,563,חשמונאים,גן יבנה,31.78275262,34.69059554
167.0,1.0,525.0,10.0,5.0,719,עין החורש,עין החורש,32.38696,34.939885
168.0,2.0,53.0,240.0,2.0,488,"שד מנחם בגין,20 ",כפר יונה,32.316733,34.93561402
168.0,3.0,625.0,716.0,2.0,1885,"נחל פולג,2 ",כפר יונה,32.3183614,34.9370653
168.0,4.0,151.0,286.0,0.0,604,ההדרים,כפר יונה,32.31507912,34.94101311
168.0,6.0,931.0,828.0,4.0,2465,"גבורי ישראל,28 ",כפר יונה,32.31385616,34.92950027
168.0,7.0,224.0,495.0,1.0,1119,"ההדרים,21 ",כפר יונה,32.31516001,34.93817804
168.0,8.0,230.0,127.0,0.0,465,"הגלעד,1 ",כפר יונה,32.3229688,34.92533752
168.0,9.0,107.0,261.0,0.0,526,"האיריס,3 ",כפר יונה,32.318228,34.93931597
168.0,11.0,143.0,131.0,0.0,774,"סיגלון,1 ",כפר יונה,32.317782,34.92828496
168.0,12.0,175.0,205.0,1.0,521,"שרת,8 ",כפר יונה,32.31784826,34.93388214
168.0,13.0,134.0,191.0,0.0,574,"סיגלון,1 ",כפר יונה,32.317782,34.92828496
168.0,14.0,98.0,246.0,0.0,554,"הרצל,1 ",כפר יונה,32.3178669,34.93504944
168.0,15.0,155.0,140.0,0.0,704,"גולני,30 ",כפר יונה,32.3185738,34.92256901
168.0,18.0,201.0,136.0,0.0,454,"הגלעד,1 ",כפר יונה,32.3229688,34.92533752
168.0,19.0,1123.0,841.0,2.0,2692,"יקינטון,4 ",כפר יונה,32.31224292,34.9412631
168.0,20.0,798.0,583.0,1.0,1786,"נעמי שמר,1 ",כפר יונה,32.32198399,34.9385165
168.0,21.0,1313.0,1027.0,3.0,2849,"המשאלות,7 ",כפר יונה,32.31364649,34.94436663
168.0,24.0,116.0,117.0,0.0,724,"אשל,14 ",כפר יונה,32.3174401,34.92688617
170.0,1.0,24.0,322.0,0.0,483,הראשונים,כפר יעבץ,32.27407903,34.96624921
171.0,2.0,519.0,238.0,0.0,1647,"הרימון,17 ",פרדסיה,32.30604599,34.90598198
171.0,3.0,679.0,273.0,3.0,1278,"רמב""ם,35 ",פרדסיה,32.30760003,34.91443788
171.0,4.0,256.0,275.0,0.0,743,שבזי שלום,פרדסיה,32.30270479,34.9133741
171.0,5.0,300.0,202.0,0.0,683,"רמב""ם,36 ",פרדסיה,32.30680401,34.91407697
171.0,6.0,669.0,325.0,0.0,1397,"החרצית,11 ",פרדסיה,32.30586497,34.91079455
173.0,1.0,593.0,61.0,5.0,913,גבעת חיים (מאוחד),גבעת חיים (מאוחד),32.38996,34.933502
174.0,2.0,342.0,96.0,1.0,594,נטעים,נטעים,31.944946,34.775202
175.0,1.0,213.0,53.0,3.0,405,אביחיל,אביחיל,32.347591,34.869375
175.0,2.0,326.0,76.0,2.0,588,"הגדוד העברי,12 ",אביחיל,32.34820487,34.86969665
176.0,1.0,627.0,62.0,2.0,1072,אפיקים,אפיקים,32.679481,35.578838
177.0,1.0,552.0,114.0,3.0,861,"כפר ביל""ו","כפר ביל""ו",31.870349,34.82755
178.0,1.0,512.0,62.0,1.0,861,רמת יוחנן,רמת יוחנן,32.791393,35.120715
182.0,2.0,580.0,687.0,0.0,1725,"שבזי,1 ",אבן יהודה,32.28063751,34.88341128
182.0,3.0,299.0,148.0,1.0,663,"המיסדים,74 ",אבן יהודה,32.269951,34.886687
182.0,4.0,2191.0,497.0,6.0,2520,"העצמאות,140 ",אבן יהודה,32.26496318,34.8813883
182.0,5.0,265.0,166.0,2.0,685,"הדקל,30 ",אבן יהודה,32.27138599,34.88654501
182.0,7.0,414.0,108.0,3.0,708,"המיסדים,74 ",אבן יהודה,32.269951,34.886687
182.0,9.0,446.0,98.0,4.0,717,"ההסתדרות,18 ",אבן יהודה,32.27134802,34.88984497
182.0,10.0,615.0,148.0,5.0,1007,"השומרון,42 ",אבן יהודה,32.26429817,34.88584847
183.0,1.0,189.0,32.0,1.0,309,הפרדס,ירקונה,32.14292206,34.89702561
184.0,1.0,484.0,35.0,1.0,698,רמת הכובש,רמת הכובש,32.219064,34.938843
186.0,1.0,49.0,11.0,0.0,163,נעורים,נעורים,32.374372,34.862423
187.0,2.0,753.0,50.0,7.0,1074,כפר הס,כפר הס,32.24688,34.933172
188.0,1.0,306.0,87.0,0.0,603,אשדות יעקב  (מאוחד),אשדות יעקב  (מאוחד),32.661048,35.583002
189.0,1.0,27.0,281.0,0.0,402,כפר פינס,כפר פינס,32.483437,35.004614
190.0,2.0,968.0,68.0,6.0,1446,"דרך הכפר,13א",כפר ויתקין,32.38051798,34.88202338
191.0,1.0,367.0,47.0,2.0,545,הדר עם,הדר עם,32.348368,34.899652
194.0,1.0,303.0,22.0,2.0,517,משמר השרון,משמר השרון,32.356421,34.905148
195.0,1.0,578.0,753.0,4.0,1891,"ההסתדרות,3 ",קדימה-צורן,32.27195649,34.91245474
195.0,2.0,582.0,710.0,0.0,1816,קורצ'ק,קדימה-צורן,32.27594621,34.90765652
195.0,5.0,809.0,473.0,1.0,1788,"הורדים,36 ",קדימה-צורן,32.27063949,34.91912564
195.0,6.0,322.0,180.0,0.0,744,"חנקין,60 ",קדימה-צורן,32.28257805,34.91742751
195.0,102.0,375.0,143.0,1.0,727,"הורדים,57 ",קדימה-צורן,32.27262399,34.91885759
195.0,106.0,379.0,86.0,1.0,650,"ההדרים צורן,143 ",קדימה-צורן,32.28927858,34.95101191
195.0,107.0,514.0,116.0,1.0,755,"דרך לב השרון צורן,1 ",קדימה-צורן,32.28786908,34.93990388
195.0,109.0,1799.0,732.0,4.0,3590,"דרך לב השרון צורן,2 ",קדימה-צורן,32.28740502,34.94081717
195.0,110.0,671.0,407.0,3.0,1387,"הרצל,38 ",קדימה-צורן,32.2826323,34.90781239
195.0,112.0,764.0,247.0,4.0,1378,"הגולן,12 ",קדימה-צורן,32.27992601,34.91217604
195.0,113.0,843.0,283.0,0.0,1435,"שושנת העמקים צורן,1 ",קדימה-צורן,32.29571592,34.93637158
196.0,1.0,179.0,35.0,0.0,280,המייסדים,גיבתון,31.88875268,34.80037421
197.0,1.0,513.0,26.0,3.0,741,מעברות,מעברות,32.3632081,34.9073271
198.0,1.0,543.0,80.0,3.0,824,"הקשת,1 ",צופית,32.19128357,34.92209412
